	sample_id	locus	sequence_length	mapped_reads	unmapped_reads
19	Bacto-17_S17.rg	ddlA_MLST_Brucella	553	252987	30151
20	Bacto-17_S17.rg	dnaK_MLST_Brucella	470	47159	6859
21	Bacto-17_S17.rg	fbaA_1_MLST_Brucella	458	70805	14292
22	Bacto-17_S17.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-17_S17.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-17_S17.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-17_S17.rg	fumC_MLST_Brucella	452	60498	9068
26	Bacto-17_S17.rg	gap_MLST_Brucella	589	107543	12683
27	Bacto-17_S17.rg	glk_MLST_Brucella	475	86499	12558
28	Bacto-17_S17.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-17_S17.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-17_S17.rg	groEL_MLST_Bartonella	442	10	0
31	Bacto-17_S17.rg	gyrB_MLST_Brucella	469	94923	13183
32	Bacto-17_S17.rg	icdA_MLST_Lepto	557	4	0
33	Bacto-17_S17.rg	int_hyp_1_MLST_Brucella	430	130331	21008
34	Bacto-17_S17.rg	leuA_MLST_Brucella	482	164518	52842
35	Bacto-17_S17.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-17_S17.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-17_S17.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-17_S17.rg	mutL_MLST_Brucella	549	77144	13214
39	Bacto-17_S17.rg	mviM_1_MLST_Brucella	447	75874	13779
40	Bacto-17_S17.rg	nlpD_1_MLST_Bartonella	494	4	0
41	Bacto-17_S17.rg	omp25_MLST_Brucella	490	134982	18137
42	Bacto-17_S17.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-17_S17.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-17_S17.rg	prpE_MLST_Brucella	468	108827	17201
45	Bacto-17_S17.rg	putA_MLST_Brucella	527	68976	9227
46	Bacto-17_S17.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-17_S17.rg	rnpB_MLST_Bartonella	297	526	494
48	Bacto-17_S17.rg	rpoB_MLST_Bartonella	363	0	0
49	Bacto-17_S17.rg	soxA_1_MLST_Brucella	486	125889	14130
50	Bacto-17_S17.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-17_S17.rg	trpE_MLST_Brucella	486	121506	34313
52	Bacto-17_S17.rg	*	0	0	7102668
0	Bacto-18_S18.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-18_S18.rg	Cox5_MST_Coxiella	353	0	0
2	Bacto-18_S18.rg	Cox18_MST_Coxiella	516	0	0
3	Bacto-18_S18.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-18_S18.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-18_S18.rg	Cox37_MST_Coxiella	422	0	0
6	Bacto-18_S18.rg	Cox51_MST_Coxiella	634	0	0
7	Bacto-18_S18.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-18_S18.rg	Cox57_MST_Coxiella	565	2	0
9	Bacto-18_S18.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-18_S18.rg	acnA_MLST_Brucella	490	7377	1799
11	Bacto-18_S18.rg	adk_MLST_Lepto	430	0	0
12	Bacto-18_S18.rg	aroA_MLST_Brucella	565	9681	2126
13	Bacto-18_S18.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-18_S18.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-18_S18.rg	caiA_MLST_Brucella	449	8119	1692
16	Bacto-18_S18.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-18_S18.rg	cobQ_1_MLST_Brucella	422	10361	3672
18	Bacto-18_S18.rg	csdB_MLST_Brucella	487	11408	2724
19	Bacto-18_S18.rg	ddlA_MLST_Brucella	553	16839	3184
20	Bacto-18_S18.rg	dnaK_MLST_Brucella	470	6632	1570
21	Bacto-18_S18.rg	fbaA_1_MLST_Brucella	458	7768	2114
22	Bacto-18_S18.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-18_S18.rg	ftsZ_B_1_MLST_Bartonella	497	2	0
24	Bacto-18_S18.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-18_S18.rg	fumC_MLST_Brucella	452	6692	1652
26	Bacto-18_S18.rg	gap_MLST_Brucella	589	11508	2040
27	Bacto-18_S18.rg	glk_MLST_Brucella	475	8223	1829
28	Bacto-18_S18.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-18_S18.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-18_S18.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-18_S18.rg	gyrB_MLST_Brucella	469	8945	1922
32	Bacto-18_S18.rg	icdA_MLST_Lepto	557	0	0
33	Bacto-18_S18.rg	int_hyp_1_MLST_Brucella	430	10249	2768
34	Bacto-18_S18.rg	leuA_MLST_Brucella	482	13415	4538
35	Bacto-18_S18.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-18_S18.rg	lipL41_MLST_Lepto	493	1	1
37	Bacto-18_S18.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-18_S18.rg	mutL_MLST_Brucella	549	8782	2128
39	Bacto-18_S18.rg	mviM_1_MLST_Brucella	447	7508	2040
40	Bacto-18_S18.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-18_S18.rg	omp25_MLST_Brucella	490	11116	2544
42	Bacto-18_S18.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-18_S18.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-18_S18.rg	prpE_MLST_Brucella	468	10496	2346
45	Bacto-18_S18.rg	putA_MLST_Brucella	527	7473	1543
46	Bacto-18_S18.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-18_S18.rg	rnpB_MLST_Bartonella	297	148	142
48	Bacto-18_S18.rg	rpoB_MLST_Bartonella	363	0	0
49	Bacto-18_S18.rg	soxA_1_MLST_Brucella	486	9747	1755
50	Bacto-18_S18.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-18_S18.rg	trpE_MLST_Brucella	486	10715	3746
52	Bacto-18_S18.rg	*	0	0	8603988
0	Bacto-19_S19.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-19_S19.rg	Cox5_MST_Coxiella	353	0	0
2	Bacto-19_S19.rg	Cox18_MST_Coxiella	516	16	0
3	Bacto-19_S19.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-19_S19.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-19_S19.rg	Cox37_MST_Coxiella	422	0	0
6	Bacto-19_S19.rg	Cox51_MST_Coxiella	634	0	0
7	Bacto-19_S19.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-19_S19.rg	Cox57_MST_Coxiella	565	0	0
9	Bacto-19_S19.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-19_S19.rg	acnA_MLST_Brucella	490	899	104
11	Bacto-19_S19.rg	adk_MLST_Lepto	430	0	0
12	Bacto-19_S19.rg	aroA_MLST_Brucella	565	1500	148
13	Bacto-19_S19.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-19_S19.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-19_S19.rg	caiA_MLST_Brucella	449	1996	150
16	Bacto-19_S19.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-19_S19.rg	cobQ_1_MLST_Brucella	422	2970	710
18	Bacto-19_S19.rg	csdB_MLST_Brucella	487	1930	250
19	Bacto-19_S19.rg	ddlA_MLST_Brucella	553	4714	648
20	Bacto-19_S19.rg	dnaK_MLST_Brucella	470	808	80
21	Bacto-19_S19.rg	fbaA_1_MLST_Brucella	458	850	138
22	Bacto-19_S19.rg	flaA_MLST_Bartonella	517	4	0
23	Bacto-19_S19.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-19_S19.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-19_S19.rg	fumC_MLST_Brucella	452	700	136
26	Bacto-19_S19.rg	gap_MLST_Brucella	589	1647	147
27	Bacto-19_S19.rg	glk_MLST_Brucella	475	1476	113
28	Bacto-19_S19.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-19_S19.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-19_S19.rg	groEL_MLST_Bartonella	442	28	0
31	Bacto-19_S19.rg	gyrB_MLST_Brucella	469	1416	166
32	Bacto-19_S19.rg	icdA_MLST_Lepto	557	12	0
33	Bacto-19_S19.rg	int_hyp_1_MLST_Brucella	430	2191	339
34	Bacto-19_S19.rg	leuA_MLST_Brucella	482	2476	750
35	Bacto-19_S19.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-19_S19.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-19_S19.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-19_S19.rg	mutL_MLST_Brucella	549	1371	237
39	Bacto-19_S19.rg	mviM_1_MLST_Brucella	447	1609	233
40	Bacto-19_S19.rg	nlpD_1_MLST_Bartonella	494	24	0
41	Bacto-19_S19.rg	omp25_MLST_Brucella	490	2605	325
42	Bacto-19_S19.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-19_S19.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-19_S19.rg	prpE_MLST_Brucella	468	2285	267
45	Bacto-19_S19.rg	putA_MLST_Brucella	527	1238	98
46	Bacto-19_S19.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-19_S19.rg	rnpB_MLST_Bartonella	297	11	5
48	Bacto-19_S19.rg	rpoB_MLST_Bartonella	363	0	0
49	Bacto-19_S19.rg	soxA_1_MLST_Brucella	486	1930	286
50	Bacto-19_S19.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-19_S19.rg	trpE_MLST_Brucella	486	1645	448
52	Bacto-19_S19.rg	*	0	0	7096598
0	Bacto-1_S1.rg	Cox2_MST_Coxiella	356	108292	7371
1	Bacto-1_S1.rg	Cox5_MST_Coxiella	353	258946	8715
2	Bacto-1_S1.rg	Cox18_MST_Coxiella	516	538081	62101
3	Bacto-1_S1.rg	Cox20_MST_Coxiella	585	361634	9297
4	Bacto-1_S1.rg	Cox22_MST_Coxiella	340	235932	16716
5	Bacto-1_S1.rg	Cox37_MST_Coxiella	422	301270	13891
6	Bacto-1_S1.rg	Cox51_MST_Coxiella	634	487823	10898
7	Bacto-1_S1.rg	Cox56_MST_Coxiella	452	472245	14729
8	Bacto-1_S1.rg	Cox57_MST_Coxiella	565	265625	10505
9	Bacto-1_S1.rg	Cox61_MST_Coxiella	569	319970	12379
10	Bacto-1_S1.rg	acnA_MLST_Brucella	490	2	0
11	Bacto-1_S1.rg	adk_MLST_Lepto	430	15	3
12	Bacto-1_S1.rg	aroA_MLST_Brucella	565	4	0
13	Bacto-1_S1.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-1_S1.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-1_S1.rg	caiA_MLST_Brucella	449	2	0
16	Bacto-1_S1.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-1_S1.rg	cobQ_1_MLST_Brucella	422	6	0
18	Bacto-1_S1.rg	csdB_MLST_Brucella	487	2	0
19	Bacto-1_S1.rg	ddlA_MLST_Brucella	553	6	0
20	Bacto-1_S1.rg	dnaK_MLST_Brucella	470	2	0
21	Bacto-1_S1.rg	fbaA_1_MLST_Brucella	458	0	0
22	Bacto-1_S1.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-1_S1.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-1_S1.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-1_S1.rg	fumC_MLST_Brucella	452	2	0
26	Bacto-1_S1.rg	gap_MLST_Brucella	589	2	0
27	Bacto-1_S1.rg	glk_MLST_Brucella	475	2	0
28	Bacto-1_S1.rg	glmU_MLST_Lepto	444	2	0
29	Bacto-1_S1.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-1_S1.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-1_S1.rg	gyrB_MLST_Brucella	469	684	0
32	Bacto-1_S1.rg	icdA_MLST_Lepto	557	43	3
33	Bacto-1_S1.rg	int_hyp_1_MLST_Brucella	430	2	0
34	Bacto-1_S1.rg	leuA_MLST_Brucella	482	3	1
35	Bacto-1_S1.rg	lipL32_MLST_Lepto	450	30	2
36	Bacto-1_S1.rg	lipL41_MLST_Lepto	493	38	0
37	Bacto-1_S1.rg	mreA_MLST_Lepto	435	8	0
38	Bacto-1_S1.rg	mutL_MLST_Brucella	549	2	0
39	Bacto-1_S1.rg	mviM_1_MLST_Brucella	447	4	0
40	Bacto-1_S1.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-1_S1.rg	omp25_MLST_Brucella	490	4	0
42	Bacto-1_S1.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-1_S1.rg	pntA_MLST_Lepto	525	24	4
44	Bacto-1_S1.rg	prpE_MLST_Brucella	468	6	0
45	Bacto-1_S1.rg	putA_MLST_Brucella	527	0	0
46	Bacto-1_S1.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-1_S1.rg	rnpB_MLST_Bartonella	297	0	0
48	Bacto-1_S1.rg	rpoB_MLST_Bartonella	363	3178	0
49	Bacto-1_S1.rg	soxA_1_MLST_Brucella	486	3	1
50	Bacto-1_S1.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-1_S1.rg	trpE_MLST_Brucella	486	2	0
52	Bacto-1_S1.rg	*	0	0	6230924
0	Bacto-20_S20.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-20_S20.rg	Cox5_MST_Coxiella	353	0	0
2	Bacto-20_S20.rg	Cox18_MST_Coxiella	516	0	0
3	Bacto-20_S20.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-20_S20.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-20_S20.rg	Cox37_MST_Coxiella	422	0	0
6	Bacto-20_S20.rg	Cox51_MST_Coxiella	634	0	0
7	Bacto-20_S20.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-20_S20.rg	Cox57_MST_Coxiella	565	0	0
9	Bacto-20_S20.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-20_S20.rg	acnA_MLST_Brucella	490	53	13
11	Bacto-20_S20.rg	adk_MLST_Lepto	430	0	0
12	Bacto-20_S20.rg	aroA_MLST_Brucella	565	106	24
13	Bacto-20_S20.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-20_S20.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-20_S20.rg	caiA_MLST_Brucella	449	98	20
16	Bacto-20_S20.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-20_S20.rg	cobQ_1_MLST_Brucella	422	125	49
18	Bacto-20_S20.rg	csdB_MLST_Brucella	487	114	29
19	Bacto-20_S20.rg	ddlA_MLST_Brucella	553	224	38
20	Bacto-20_S20.rg	dnaK_MLST_Brucella	470	71	17
21	Bacto-20_S20.rg	fbaA_1_MLST_Brucella	458	59	15
22	Bacto-20_S20.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-20_S20.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-20_S20.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-20_S20.rg	fumC_MLST_Brucella	452	50	12
26	Bacto-20_S20.rg	gap_MLST_Brucella	589	122	22
27	Bacto-20_S20.rg	glk_MLST_Brucella	475	86	24
28	Bacto-20_S20.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-20_S20.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-20_S20.rg	groEL_MLST_Bartonella	442	10	0
31	Bacto-20_S20.rg	gyrB_MLST_Brucella	469	126	20
32	Bacto-20_S20.rg	icdA_MLST_Lepto	557	0	0
33	Bacto-20_S20.rg	int_hyp_1_MLST_Brucella	430	114	32
34	Bacto-20_S20.rg	leuA_MLST_Brucella	482	106	37
35	Bacto-20_S20.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-20_S20.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-20_S20.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-20_S20.rg	mutL_MLST_Brucella	549	102	24
39	Bacto-20_S20.rg	mviM_1_MLST_Brucella	447	98	28
40	Bacto-20_S20.rg	nlpD_1_MLST_Bartonella	494	2	0
41	Bacto-20_S20.rg	omp25_MLST_Brucella	490	122	30
42	Bacto-20_S20.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-20_S20.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-20_S20.rg	prpE_MLST_Brucella	468	110	36
45	Bacto-20_S20.rg	putA_MLST_Brucella	527	107	21
46	Bacto-20_S20.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-20_S20.rg	rnpB_MLST_Bartonella	297	2	2
48	Bacto-20_S20.rg	rpoB_MLST_Bartonella	363	0	0
49	Bacto-20_S20.rg	soxA_1_MLST_Brucella	486	93	15
50	Bacto-20_S20.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-20_S20.rg	trpE_MLST_Brucella	486	86	33
52	Bacto-20_S20.rg	*	0	0	8648384
0	Bacto-21_S21.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-21_S21.rg	Cox5_MST_Coxiella	353	2	0
2	Bacto-21_S21.rg	Cox18_MST_Coxiella	516	22	0
3	Bacto-21_S21.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-21_S21.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-21_S21.rg	Cox37_MST_Coxiella	422	0	0
6	Bacto-21_S21.rg	Cox51_MST_Coxiella	634	0	0
7	Bacto-21_S21.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-21_S21.rg	Cox57_MST_Coxiella	565	0	0
9	Bacto-21_S21.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-21_S21.rg	acnA_MLST_Brucella	490	2	2
11	Bacto-21_S21.rg	adk_MLST_Lepto	430	0	0
12	Bacto-21_S21.rg	aroA_MLST_Brucella	565	7	1
13	Bacto-21_S21.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-21_S21.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-21_S21.rg	caiA_MLST_Brucella	449	0	0
16	Bacto-21_S21.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-21_S21.rg	cobQ_1_MLST_Brucella	422	26	26
18	Bacto-21_S21.rg	csdB_MLST_Brucella	487	4	4
19	Bacto-21_S21.rg	ddlA_MLST_Brucella	553	31	1
20	Bacto-21_S21.rg	dnaK_MLST_Brucella	470	34	8
21	Bacto-21_S21.rg	fbaA_1_MLST_Brucella	458	4	4
22	Bacto-21_S21.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-21_S21.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-21_S21.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-21_S21.rg	fumC_MLST_Brucella	452	34	4
26	Bacto-21_S21.rg	gap_MLST_Brucella	589	24	0
27	Bacto-21_S21.rg	glk_MLST_Brucella	475	4	4
28	Bacto-21_S21.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-21_S21.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-21_S21.rg	groEL_MLST_Bartonella	442	40	0
31	Bacto-21_S21.rg	gyrB_MLST_Brucella	469	14	14
32	Bacto-21_S21.rg	icdA_MLST_Lepto	557	0	0
33	Bacto-21_S21.rg	int_hyp_1_MLST_Brucella	430	38	8
34	Bacto-21_S21.rg	leuA_MLST_Brucella	482	91	15
35	Bacto-21_S21.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-21_S21.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-21_S21.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-21_S21.rg	mutL_MLST_Brucella	549	38	2
39	Bacto-21_S21.rg	mviM_1_MLST_Brucella	447	37	1
40	Bacto-21_S21.rg	nlpD_1_MLST_Bartonella	494	16	0
41	Bacto-21_S21.rg	omp25_MLST_Brucella	490	80	22
42	Bacto-21_S21.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-21_S21.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-21_S21.rg	prpE_MLST_Brucella	468	0	0
45	Bacto-21_S21.rg	putA_MLST_Brucella	527	2	2
46	Bacto-21_S21.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-21_S21.rg	rnpB_MLST_Bartonella	297	0	0
48	Bacto-21_S21.rg	rpoB_MLST_Bartonella	363	0	0
49	Bacto-21_S21.rg	soxA_1_MLST_Brucella	486	40	0
50	Bacto-21_S21.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-21_S21.rg	trpE_MLST_Brucella	486	33	13
52	Bacto-21_S21.rg	*	0	0	6688202
0	Bacto-22_S22.rg	Cox2_MST_Coxiella	356	0	0
1	Bacto-22_S22.rg	Cox5_MST_Coxiella	353	0	0
2	Bacto-22_S22.rg	Cox18_MST_Coxiella	516	0	0
3	Bacto-22_S22.rg	Cox20_MST_Coxiella	585	0	0
4	Bacto-22_S22.rg	Cox22_MST_Coxiella	340	0	0
5	Bacto-22_S22.rg	Cox37_MST_Coxiella	422	0	0
6	Bacto-22_S22.rg	Cox51_MST_Coxiella	634	0	0
7	Bacto-22_S22.rg	Cox56_MST_Coxiella	452	0	0
8	Bacto-22_S22.rg	Cox57_MST_Coxiella	565	0	0
9	Bacto-22_S22.rg	Cox61_MST_Coxiella	569	0	0
10	Bacto-22_S22.rg	acnA_MLST_Brucella	490	0	0
11	Bacto-22_S22.rg	adk_MLST_Lepto	430	0	0
12	Bacto-22_S22.rg	aroA_MLST_Brucella	565	1	1
13	Bacto-22_S22.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-22_S22.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-22_S22.rg	caiA_MLST_Brucella	449	0	0
16	Bacto-22_S22.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-22_S22.rg	cobQ_1_MLST_Brucella	422	1	1
18	Bacto-22_S22.rg	csdB_MLST_Brucella	487	10	0
19	Bacto-22_S22.rg	ddlA_MLST_Brucella	553	4	4
20	Bacto-22_S22.rg	dnaK_MLST_Brucella	470	0	0
21	Bacto-22_S22.rg	fbaA_1_MLST_Brucella	458	0	0
22	Bacto-22_S22.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-22_S22.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-22_S22.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-22_S22.rg	fumC_MLST_Brucella	452	0	0
26	Bacto-22_S22.rg	gap_MLST_Brucella	589	0	0
27	Bacto-22_S22.rg	glk_MLST_Brucella	475	0	0
28	Bacto-22_S22.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-22_S22.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-22_S22.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-22_S22.rg	gyrB_MLST_Brucella	469	0	0
32	Bacto-22_S22.rg	icdA_MLST_Lepto	557	0	0
33	Bacto-22_S22.rg	int_hyp_1_MLST_Brucella	430	0	0
34	Bacto-22_S22.rg	leuA_MLST_Brucella	482	1	1
35	Bacto-22_S22.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-22_S22.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-22_S22.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-22_S22.rg	mutL_MLST_Brucella	549	6	0
39	Bacto-22_S22.rg	mviM_1_MLST_Brucella	447	1	1
40	Bacto-22_S22.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-22_S22.rg	omp25_MLST_Brucella	490	2	0
42	Bacto-22_S22.rg	pfkB__MLST_Lepto	432	0	0
43	Bacto-22_S22.rg	pntA_MLST_Lepto	525	0	0
44	Bacto-22_S22.rg	prpE_MLST_Brucella	468	4	2
45	Bacto-22_S22.rg	putA_MLST_Brucella	527	0	0
46	Bacto-22_S22.rg	ribC_MLST_Bartonella	349	0	0
47	Bacto-22_S22.rg	rnpB_MLST_Bartonella	297	0	0
48	Bacto-22_S22.rg	rpoB_MLST_Bartonella	363	0	0
49	Bacto-22_S22.rg	soxA_1_MLST_Brucella	486	3	1
50	Bacto-22_S22.rg	sucA_MLST_Lepto	447	0	0
51	Bacto-22_S22.rg	trpE_MLST_Brucella	486	3	3
52	Bacto-22_S22.rg	*	0	0	7560590
0	Bacto-2_S2.rg	Cox2_MST_Coxiella	356	60144	6376
1	Bacto-2_S2.rg	Cox5_MST_Coxiella	353	141418	6273
2	Bacto-2_S2.rg	Cox18_MST_Coxiella	516	670492	99366
3	Bacto-2_S2.rg	Cox20_MST_Coxiella	585	210164	6246
4	Bacto-2_S2.rg	Cox22_MST_Coxiella	340	141038	10903
5	Bacto-2_S2.rg	Cox37_MST_Coxiella	422	179728	10085
6	Bacto-2_S2.rg	Cox51_MST_Coxiella	634	264963	7747
7	Bacto-2_S2.rg	Cox56_MST_Coxiella	452	214121	7042
8	Bacto-2_S2.rg	Cox57_MST_Coxiella	565	180994	8137
9	Bacto-2_S2.rg	Cox61_MST_Coxiella	569	202395	8587
10	Bacto-2_S2.rg	acnA_MLST_Brucella	490	0	0
11	Bacto-2_S2.rg	adk_MLST_Lepto	430	0	0
12	Bacto-2_S2.rg	aroA_MLST_Brucella	565	0	0
13	Bacto-2_S2.rg	batR_1_MLST_Bartonella	487	0	0
14	Bacto-2_S2.rg	bvrR_1_MLST_Bartonella	486	0	0
15	Bacto-2_S2.rg	caiA_MLST_Brucella	449	2	0
16	Bacto-2_S2.rg	caiB_MLST_Lepto	402	0	0
17	Bacto-2_S2.rg	cobQ_1_MLST_Brucella	422	2	0
18	Bacto-2_S2.rg	csdB_MLST_Brucella	487	0	0
19	Bacto-2_S2.rg	ddlA_MLST_Brucella	553	3	1
20	Bacto-2_S2.rg	dnaK_MLST_Brucella	470	41	1
21	Bacto-2_S2.rg	fbaA_1_MLST_Brucella	458	0	0
22	Bacto-2_S2.rg	flaA_MLST_Bartonella	517	0	0
23	Bacto-2_S2.rg	ftsZ_B_1_MLST_Bartonella	497	0	0
24	Bacto-2_S2.rg	ftsZ_H_1_MLST_Bartonella	483	0	0
25	Bacto-2_S2.rg	fumC_MLST_Brucella	452	0	0
26	Bacto-2_S2.rg	gap_MLST_Brucella	589	0	0
27	Bacto-2_S2.rg	glk_MLST_Brucella	475	0	0
28	Bacto-2_S2.rg	glmU_MLST_Lepto	444	0	0
29	Bacto-2_S2.rg	gltA_MLST_Bartonella	338	0	0
30	Bacto-2_S2.rg	groEL_MLST_Bartonella	442	0	0
31	Bacto-2_S2.rg	gyrB_MLST_Brucella	469	1844	0
32	Bacto-2_S2.rg	icdA_MLST_Lepto	557	2	0
33	Bacto-2_S2.rg	int_hyp_1_MLST_Brucella	430	0	0
34	Bacto-2_S2.rg	leuA_MLST_Brucella	482	2	0
35	Bacto-2_S2.rg	lipL32_MLST_Lepto	450	0	0
36	Bacto-2_S2.rg	lipL41_MLST_Lepto	493	0	0
37	Bacto-2_S2.rg	mreA_MLST_Lepto	435	0	0
38	Bacto-2_S2.rg	mutL_MLST_Brucella	549	1	1
39	Bacto-2_S2.rg	mviM_1_MLST_Brucella	447	0	0
40	Bacto-2_S2.rg	nlpD_1_MLST_Bartonella	494	0	0
41	Bacto-2_S2.rg	omp25_MLST_Brucella	490	0	0
42	Bacto-2_S2.rg	pfkB__MLST_Lepto	432	0	0
